Model,Scenario,Region,Variable,Unit,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,World,Capacity|Electricity|Wind|Offshore,GW,0.0,0.0,0.0,12.00794,35.96668656624293,40.66347312874294,51.64135460943478,58.34106890105198,62.95534314732407,103.760399356353,161.1391168637628,255.6366351499118,339.3704700154948,,643.2188006283907,,761.7753816326941,,821.4026867556365,,1311.404417212433
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,World,Capacity|Electricity|Wind|Onshore,GW,0.0,0.0,0.0,425.1726569863089,672.7792992789357,1676.16959144494,2125.864534040467,2832.884406473328,3808.500847660595,5338.474898559215,6337.846439124389,6762.202117484371,7882.013369096126,,9935.990668072229,,10914.1258234827,,12280.86935851641,,14581.28877147087
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,World,Capacity|Electricity|Wind|Offshore,GW,0.0,0.0,0.0,12.00794,39.44978656249999,44.146573125,51.45529550514603,47.71943758612129,35.53188342955663,55.00065557623569,87.1265250452241,134.2966983909883,202.8179500943682,,634.9908047619567,,999.3139588315964,,1109.833291817163,,1451.265829745221
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,World,Capacity|Electricity|Wind|Onshore,GW,0.0,0.0,0.0,425.1726569863089,672.7317881283179,1250.655036726141,1809.61117897835,2319.323954530719,3151.864478715879,4536.761932675488,5378.004613339059,6149.854196888464,6709.859810643412,,9154.159878897575,,10707.3279954763,,11843.44776497018,,13347.95099875897
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,World,Capacity|Electricity|Wind|Offshore,GW,0.0,0.0,0.0,12.00794,35.92995890873235,39.57107497706519,48.9149508445009,53.52921389889779,71.64663837669067,190.7108856720366,480.7212607757402,989.9563340872112,1614.864565957222,,3077.03967632804,,3501.465440446336,,2881.923153400507,,2530.304162763005
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,World,Capacity|Electricity|Wind|Onshore,GW,0.0,0.0,0.0,425.1726569863089,672.7766042789356,1098.31423896774,1480.828908450577,2235.588403741526,3307.530596990608,5223.28785587004,7298.191215049298,9516.636834277744,11329.57747115721,,15550.92339873961,,17113.15807297728,,16704.08232085363,,17385.00134556495
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,World,Capacity|Electricity|Wind|Offshore,GW,0.0,0.0,0.0,12.00794,37.71220854125687,134.3736601718443,146.3625043572774,157.0674866484763,165.0480886204718,116.0748027236484,146.5918690865623,173.6038111499521,139.9189406366997,,217.5854829959182,,370.4930388944416,,717.1189498842232,,1422.798527218211
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,World,Capacity|Electricity|Wind|Onshore,GW,0.0,0.0,0.0,425.1726569863089,672.7456385820435,2058.322246338395,3541.919470136419,4822.567104570182,5485.605769092504,6218.059347876521,6795.398095614664,7052.506649978055,7299.489778410956,,8392.333953336229,,9798.257886027302,,11426.14162197105,,14313.54451664906
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,World,Capacity|Electricity|Wind|Offshore,GW,0.0,0.0,0.0,12.00794,38.03956301553786,115.2429047437816,127.2317489292146,135.2217362812681,139.4098857958705,105.4722691332888,138.6368251018856,163.7456219440199,137.4037545696778,,237.988053166988,,482.2260799398544,,1077.153303363557,,1827.100108002641
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,World,Capacity|Electricity|Wind|Onshore,GW,0.0,0.0,0.0,425.1726569863089,672.7456385820435,1804.765554374072,2894.825906428768,3823.744229918073,4674.90162815535,5714.150121832279,6430.216494046214,6732.005140173025,7172.475610583084,,8424.061459926974,,10219.57469618312,,11667.25394319658,,14965.74061361213
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,World,Capacity|Electricity|Wind|Offshore,GW,0.0,0.0,0.0,12.00794,36.21913387554497,40.91592043804497,51.60712909326147,57.94096814325471,61.83583525516488,97.7070826879544,133.5722440539662,178.6010430403721,196.5756301937447,,299.4178583963028,,539.3460600937058,,1101.353563948498,,1871.772495934605
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,World,Capacity|Electricity|Wind|Onshore,GW,0.0,0.0,0.0,425.1726569863089,672.7792992789357,1789.844014733108,2510.954736766976,3492.587669437359,4544.446677156707,5462.671811327455,6289.604120329728,6663.940969143391,7214.186282553772,,8933.422648933243,,10391.4748336744,,11694.02370198223,,14650.30537817407
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,World,Capacity|Electricity|Wind|Offshore,GW,0.0,0.0,0.0,12.00794,35.97166611786345,40.66845268036344,52.43308286000438,60.13691001041117,66.02773543340507,109.2197421762889,163.147817989923,247.9995574769663,326.8789911246558,,622.1043182467188,,834.6334343321882,,1155.002707557666,,1738.042202315177
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,World,Capacity|Electricity|Wind|Onshore,GW,0.0,0.0,0.0,425.1726569863089,672.7792992789357,1754.777341839429,2268.032944101319,3050.219314066387,4101.547884026103,5424.846260651158,6289.673278533311,6601.864629553202,7265.409715402944,,8880.386014536241,,10498.61266183623,,11862.52754846947,,14710.1673090289
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,World,Capacity|Electricity|Wind|Offshore,GW,0.0,0.0,0.0,12.00794,35.96668656624293,40.66347312874294,52.65231731417595,60.64230466622942,66.90333063012677,128.2247227455919,236.3586049245959,375.6835962504437,422.982320585865,,394.5223184117287,,343.8520560528582,,528.0927780636122,,942.9488203295076
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,World,Capacity|Electricity|Wind|Onshore,GW,0.0,0.0,0.0,425.1726569863089,672.7792992789357,1769.52383829264,2659.870089641112,4159.957091075958,5721.460898257405,6945.137548183357,7758.82008866633,8373.485972360599,9006.437473552895,,8826.800251955738,,9044.627180452626,,9984.920642584548,,12668.05678904885
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,World,Capacity|Electricity|Wind|Offshore,GW,0.0,0.0,0.0,12.00794,39.44978656249999,44.146573125,54.8377817802165,61.17162083020975,55.58084169395233,75.01426511743017,98.43668802142504,156.543073783429,179.3640724862148,,343.2323294656812,,357.9948475243323,,527.5464131084727,,1048.228344335754
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,World,Capacity|Electricity|Wind|Onshore,GW,0.0,0.0,0.0,425.1726569863089,672.7317881283179,1407.607437991185,2098.009519641065,3141.575714360024,4498.496210532845,5750.321592052927,6487.513326720939,6906.389252381141,7579.120477520445,,8654.797625316336,,9130.009398538958,,9783.089962361762,,11882.04899085067
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,World,Capacity|Electricity|Wind|Offshore,GW,0.0,0.0,0.0,12.00794,35.96668656624293,40.66347312874294,51.35468178395944,55.92794615727266,57.82827157923374,93.48924053030454,151.6597919905846,243.6866996014775,300.7643678391109,,546.7974435877331,,800.9086834771193,,1053.819691631523,,1350.030116001637
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,World,Capacity|Electricity|Wind|Onshore,GW,0.0,0.0,0.0,425.1726569863089,672.7792992789357,1519.182779009939,2042.92782198567,2499.996342438738,3302.573374977481,4832.816092399114,5887.372637288043,6602.892062177031,7464.498829871933,,9310.87483792862,,10691.57571457789,,12096.14365713043,,14746.00780302414
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,World,Capacity|Electricity|Wind|Offshore,GW,0.0,0.0,0.0,12.00794,39.44978656249999,44.146573125,50.36532727949218,46.49357409509993,34.13257931691567,53.37999239603309,83.1153193048407,113.644182996428,158.1187026143345,,496.9182627051077,,961.239296839508,,1134.086762134865,,1417.301967051684
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,World,Capacity|Electricity|Wind|Onshore,GW,0.0,0.0,0.0,425.1726569863089,672.7317881283179,1208.198885276666,1772.383450565112,2204.181025326355,2940.482928415316,4149.346698568607,5059.095107348254,5958.883875459878,6534.11745623722,,8809.922500488437,,10769.7382409809,,12029.97135344331,,13760.3304135498
MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,World,Capacity|Electricity|Wind|Offshore,GW,,,0.0,12.00794,39.44978656,61.28009262,73.25342119,81.22360623,81.85184893,122.4814596,215.4548816,255.0384585,276.153234,,250.9710436,,345.0117243,,551.8544366,,1075.41838
MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,World,Capacity|Electricity|Wind|Onshore,GW,,,0.0,425.172657,672.7317881,1642.221427,2643.757512,4203.234188,5871.972703,7255.046192,8283.964732,8854.345046,8704.459669,,8660.53569,,8728.550246,,9502.483521,,11569.94722
MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,World,Capacity|Electricity|Wind|Offshore,GW,,,0.0,12.00794,39.44978656,44.14657313,54.83778178,61.17162083,57.12251156,96.96150488,174.2782709,258.3147605,297.1498803,,319.0166659,,334.3095818,,546.5916338,,1043.357374
MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,World,Capacity|Electricity|Wind|Onshore,GW,,,0.0,425.172657,672.7317881,1777.306331,2673.173728,4254.561089,5617.91353,6883.387154,7661.906775,8238.789585,8495.05742,,8759.895965,,9187.69825,,9744.501954,,11732.7932
WITCH 5.0,CO_2Deg2020,World,Capacity|Electricity|Wind|Offshore,GW,,0.8249399999999991,4.676034463099047,12.85563591654596,31.05204550795493,47.86190765422737,67.0770543130362,76.79696395780645,105.4484769598993,125.9505324273309,180.605573533902,199.4563855210937,168.5985231727115,144.2896633784368,122.2695120448425,104.8933645264671,91.95041746083452,84.13146245358912,83.37473639250969,81.49280571405681,82.52075681248662
WITCH 5.0,CO_2Deg2020,World,Capacity|Electricity|Wind|Onshore,GW,,64.88458808866748,188.2328006239271,378.9482653845889,586.2595503898185,989.7594629283157,1706.234447950548,2703.4026949713,4054.423779981689,5127.369270233106,6437.448786342751,7842.313153101831,9240.2841842946,10896.43831967208,12497.42024444674,14134.64613067473,15761.11693010112,17073.99739006258,17972.50353973119,19077.97236722314,19875.73035816729
WITCH 5.0,CO_2Deg2030,World,Capacity|Electricity|Wind|Offshore,GW,,0.8249399999999991,4.676034463099047,12.85563591654596,31.05204550795493,37.01379055089862,43.8074663068824,68.62424263864905,119.0854004837286,170.2241579545547,223.9317570761662,279.0631095722417,233.8810983987588,197.8223999645818,167.4182140260353,142.7011095928671,124.4439430205045,113.6914755630201,108.7843722082248,102.1930474341286,100.9314213022622
WITCH 5.0,CO_2Deg2030,World,Capacity|Electricity|Wind|Onshore,GW,,64.88458808866748,188.2328006239271,378.9482653845889,586.2595503898185,987.1061024685404,1672.154958366074,2726.803705103966,4296.188984722753,5433.585101707244,6738.831486368925,8118.172570456209,9693.789473718134,11191.74001375911,12958.59487132709,14676.56089742302,16195.86836040824,17394.18087835228,18506.84705638529,19646.25552514739,20763.29693960058
WITCH 5.0,CO_Bridge,World,Capacity|Electricity|Wind|Offshore,GW,,0.8249399999999991,4.67603446309904,12.855635916546,86.777232463602,114.764083460682,151.624839833179,274.680824518927,555.94904787044,874.079623660899,980.601262316611,953.488150500438,926.214416277157,896.701775737521,908.751484057749,992.886954892092,1109.98550923723,1283.90637755692,1447.39966224519,1755.26453352562,2226.8859098864
WITCH 5.0,CO_Bridge,World,Capacity|Electricity|Wind|Onshore,GW,,64.8845880886675,188.232800623927,378.948265384589,540.8195,734.26256973825,1030.92530020657,1730.49746907989,2733.14569906763,4686.99052705309,8076.44364005884,12631.9233729629,17544.9528941312,21940.360349046,26745.3787227748,31560.146083399,35802.2675460221,38887.3605763288,41716.3055441228,43991.6435538786,46886.7344520799
WITCH 5.0,EN_INDCi2030_500f,World,Capacity|Electricity|Wind|Offshore,GW,,,4.676034463099047,12.85563591654596,31.48552148466926,39.49551526394429,53.30953082905816,88.19753624003746,153.8667486815544,200.7741701252722,312.1058543526626,289.4700878996107,243.7027419054787,203.4728744517576,171.5809002340911,147.5658749828045,132.3281682049255,128.8551306974982,144.2898523665014,156.2423895006659,149.684575380752
WITCH 5.0,EN_INDCi2030_500f,World,Capacity|Electricity|Wind|Onshore,GW,,,188.2328006239271,378.9482653845889,592.3484196761304,1005.499896809091,1765.002227153173,3131.044401472722,5012.738022777803,7529.478241120386,9781.871501081914,12342.75385925314,14631.48769011936,16578.71155731911,18516.57152262275,20376.3035489118,21868.0749858048,22912.19441387114,23784.73634335374,24700.46094107929,25520.5040343218
WITCH 5.0,EN_INDCi2030_600f,World,Capacity|Electricity|Wind|Offshore,GW,,,4.676034463099047,12.85563591654596,31.48552148466926,39.49551526394429,53.30953082905816,82.1846300852563,148.0068272990824,191.4422005248671,299.2038688523094,266.7639031165903,221.9504819679714,185.3389908310465,156.1612477551052,133.8553655216575,118.9735230447446,113.6823631131862,123.3787718380813,135.5185352472583,132.4422281606145
WITCH 5.0,EN_INDCi2030_600f,World,Capacity|Electricity|Wind|Onshore,GW,,,188.2328006239271,378.9482653845889,592.3484196761304,1005.499896809091,1765.002227153173,3098.381674635311,4976.7940746299,7481.044336449647,9725.145733806758,12307.82794474121,14634.76893308139,16515.71718244967,18464.14469307672,20170.23870480995,21607.51932145309,22781.11773334449,23628.35764304442,24476.21305418647,25206.16810594667
WITCH 5.0,EN_INDCi2030_600f_NDCp,World,Capacity|Electricity|Wind|Offshore,GW,,,4.676034463099047,12.85563591654596,31.48552148466965,39.52897452218949,53.60450505662296,83.05773006101542,149.7089300578847,192.8204498599794,300.3229637053166,264.3149285851099,219.9058539790463,183.6148018135735,154.6554471653088,132.4398166076396,117.4510146449928,111.7084534524316,120.3030553653905,137.6909837142115,133.6359722951678
WITCH 5.0,EN_INDCi2030_600f_NDCp,World,Capacity|Electricity|Wind|Onshore,GW,,,188.2328006239271,378.9482653845889,592.3484196761301,1005.500149305297,1765.410116860643,3084.383382645345,4966.588119719216,7601.283187167124,9838.429383738698,12359.97123273478,14614.72061168037,16488.6980198778,18424.43624841077,20057.8673493806,21512.39984679273,22720.31656663023,23523.52097317123,24377.87611219744,25083.98853955442
WITCH 5.0,EN_INDCi2030_700f,World,Capacity|Electricity|Wind|Offshore,GW,,,4.676034463099047,12.85563591654596,31.48552148466926,39.49551526394429,53.30953082905816,82.15382905426499,147.984140687707,191.3848365163796,298.476043169259,257.5596001225173,214.2893458922424,178.8505670391794,150.4428334136101,128.3795113665574,112.9119569168531,105.5596638242483,110.3858742516331,135.9680693171989,132.6657328623077
WITCH 5.0,EN_INDCi2030_700f,World,Capacity|Electricity|Wind|Onshore,GW,,,188.2328006239271,378.9482653845889,592.3484196761304,1005.499896809091,1765.002227153173,3064.856196864877,4964.196197299659,7446.832006937845,9722.688987367308,12104.63401977474,14575.47056007192,16489.12633518086,18344.69118056699,19916.29298765546,21261.06358660115,22627.19467336321,23405.76545144247,24260.96015714412,24951.18367898105
WITCH 5.0,EN_INDCi2030_700f_NDCp,World,Capacity|Electricity|Wind|Offshore,GW,,,4.676034463099047,12.85563591654596,31.48552148466965,39.52897452218949,53.60450505662296,83.2158067164459,149.2054432176952,191.8100165627669,299.1157435969753,257.1326051557592,213.9208911570283,178.5312591152424,150.1469261599051,128.0695488299055,112.5229395838246,104.9705832615121,109.3597284024431,134.0346970264542,132.0252744181227
WITCH 5.0,EN_INDCi2030_700f_NDCp,World,Capacity|Electricity|Wind|Onshore,GW,,,188.2328006239271,378.9482653845889,592.3484196761301,1005.500149305297,1765.410116860643,3059.572775945356,4961.889652368638,7555.900314539152,9747.009805102214,12100.41798758438,14551.16897193383,16426.37273907543,18312.03736624371,19848.25311588269,21081.59513725747,22484.12304146224,23294.80826957203,24147.24292211962,24864.6858255659
WITCH 5.0,EN_NPi2020_400f,World,Capacity|Electricity|Wind|Offshore,GW,,,4.676034463099047,12.85563591654596,30.90763557716769,46.52294712904833,73.40333746969011,88.50864948652773,124.3660893337556,168.0008081950652,280.1170262552156,246.4453416128173,205.0729615848049,171.10927182438,143.7443514120477,122.197516664223,106.4685814798543,97.5252152092204,98.27991809080524,90.5060771990501,92.35811056675324
WITCH 5.0,EN_NPi2020_400f,World,Capacity|Electricity|Wind|Onshore,GW,,,188.2328006239271,378.9482653845889,592.7165782113569,1007.749761934129,1770.69859654999,3117.94558695048,4948.074016140453,7402.818398860879,9763.946046500325,12344.39463375716,14797.73964837867,16490.15182892279,18409.80972705605,20055.53525258285,21336.55458817588,22467.3584633657,23287.16240671681,24042.52666617516,24793.51564495256
WITCH 5.0,EN_NPi2020_450,World,Capacity|Electricity|Wind|Offshore,GW,,,4.676034463099047,12.85563591654596,30.90763557716769,56.01399836379892,113.2942452187164,126.939086883229,159.9701268259011,197.2651593182912,304.2755526440821,262.7484072784475,218.2362799094124,181.6535533761797,151.8616343901788,127.7680496111147,108.8358354023708,95.1126978863826,87.28473816699616,87.92872556708717,91.01116718973157
WITCH 5.0,EN_NPi2020_450,World,Capacity|Electricity|Wind|Onshore,GW,,,188.2328006239271,378.9482653845889,592.7165782113569,1008.296907760906,1772.112579736079,3157.204795095458,5015.126124250302,7774.61928944797,10287.41633646253,12688.68837532588,14493.28726857392,16094.48935784331,17774.77892769169,18760.21602641018,20060.78396769816,20962.96264764655,21584.96064591716,22203.41006151935,22841.44235544222
WITCH 5.0,EN_NPi2020_450f,World,Capacity|Electricity|Wind|Offshore,GW,,,4.676034463099047,12.85563591654596,30.90763557716769,45.31532093287023,70.13918045450009,85.82465003396689,116.0293885753674,161.1471746215279,274.480696614992,240.7060479600446,200.345317326022,167.202433327057,140.4911530410058,119.43911986838,104.0311338774698,95.17944976503296,95.66241483540816,88.51294869346627,90.99310376209132
WITCH 5.0,EN_NPi2020_450f,World,Capacity|Electricity|Wind|Onshore,GW,,,188.2328006239271,378.9482653845889,592.7165782113569,1007.559306291774,1770.206404043125,3096.055832074892,4933.510485700539,7380.353768149368,9698.651808835191,12268.92040807028,14712.43475709382,16416.77510175203,18377.19210751495,19961.29795161223,21204.80321193163,22310.6314965946,23164.51266676047,23961.59254861811,24737.87819115676
WITCH 5.0,EN_NPi2020_500,World,Capacity|Electricity|Wind|Offshore,GW,,,4.676034463099047,12.85563591654596,30.90763557716769,55.93084215881331,93.5619582619588,105.1867709804554,142.1172227186333,182.7984523633789,292.2902821562064,266.7697789378888,221.7492021885591,184.762720077588,154.8621011253083,131.128757171115,113.396539660124,102.3908312808348,100.6140344705963,96.96943970457114,106.2736032179572
WITCH 5.0,EN_NPi2020_500,World,Capacity|Electricity|Wind|Onshore,GW,,,188.2328006239271,378.9482653845889,592.7165782113569,1008.296907760906,1772.112579736088,3155.192458795204,5011.455608350499,7689.175747946263,10192.54290772868,12744.18405213849,14770.78179589837,16367.45274947948,18015.11685534393,19023.99000236835,20115.90311350034,21315.77675188184,21881.01362122192,22486.94242340208,23085.33489578537
WITCH 5.0,EN_NPi2020_500f,World,Capacity|Electricity|Wind|Offshore,GW,,,4.676034463099047,12.85563591654596,30.90763557716769,45.18321392292384,68.26013271855595,84.27807948186724,109.4558888364626,155.7275641668757,270.0248355010862,235.2280264474229,195.6277936037885,163.3018413483131,137.2373122771689,116.668044419218,101.5591851444045,92.75651853266486,92.8836230252421,86.211345740243,89.11049845290434
WITCH 5.0,EN_NPi2020_500f,World,Capacity|Electricity|Wind|Onshore,GW,,,188.2328006239271,378.9482653845889,592.7165782113569,1007.289706938321,1769.509681278629,3076.888755781649,4918.998602888942,7364.030641953715,9649.419936439604,12135.0030772864,14583.04601455359,16337.91132169637,18337.16136851373,19870.82645412948,21090.9114508774,22222.9483653132,23043.85467926829,23862.88203152308,24632.98112394908
WITCH 5.0,EN_NPi2020_600,World,Capacity|Electricity|Wind|Offshore,GW,,,4.676034463099047,12.85563591654596,30.90763557716769,46.87583687369037,75.37007269167533,90.14749808248946,129.7070045981946,172.3902119949951,283.737634323379,253.9710501269273,211.3058477626136,176.327208668656,148.2244988609079,126.2654049872463,110.5892052532314,102.4751546837043,97.81934070949627,91.86021395659618,96.26554160457614
WITCH 5.0,EN_NPi2020_600,World,Capacity|Electricity|Wind|Onshore,GW,,,188.2328006239271,378.9482653845889,592.7165782113569,1008.191394295003,1771.839902400376,3134.076603082643,4966.277689296853,7527.870685333454,10065.48664359324,12552.02444740057,14911.27416134002,16608.04194198809,18222.97275342297,19156.92466924822,20270.06983925916,21328.43456196626,22003.50140007173,22662.25094686872,23206.65814483757
WITCH 5.0,EN_NPi2020_600f,World,Capacity|Electricity|Wind|Offshore,GW,,,4.676034463099047,12.85563591654596,30.90763557716769,44.87113417435494,66.3082595996372,82.67535408304728,103.5842500575259,150.9007744375776,262.5262785521097,227.7743423199558,189.4961912523884,158.2509078127923,133.0637892620822,113.1924695979991,98.61143836504536,90.14983688617468,90.37079330789902,84.39062330870802,87.65214913449987
WITCH 5.0,EN_NPi2020_600f,World,Capacity|Electricity|Wind|Onshore,GW,,,188.2328006239271,378.9482653845889,592.7165782113569,1007.027849397611,1768.832965599137,3074.945489864363,4921.113811079612,7354.579111554342,9596.86504352036,11950.82874645758,14333.27047268192,16122.98967697882,18100.29849171,19539.5323337732,20890.09205786351,22058.70599183844,22884.35294161583,23770.24853673823,24447.89328060795
WITCH 5.0,EN_NPi2020_700,World,Capacity|Electricity|Wind|Offshore,GW,,,4.676034463099047,12.85563591654596,30.90763557716769,45.19110019862492,73.87180136334759,88.9191806960609,110.5988841562882,156.6644787100734,270.7953204057926,231.8785146667994,193.0716958393401,160.9819121488533,134.829361931656,113.8526147578944,97.46322853845436,85.80633898329418,79.87272573209773,82.42539701954895,83.02016110713494
WITCH 5.0,EN_NPi2020_700,World,Capacity|Electricity|Wind|Onshore,GW,,,188.2328006239271,378.9482653845889,592.7165782113569,1007.301784327566,1769.540892748221,3074.375611906507,4912.632545487134,7342.046294419186,9661.287512846962,12130.88556860486,14619.61289253723,16317.00911833017,18271.00475755706,18954.15764458536,20109.7806315599,21134.834851984,21922.20859814236,22554.73634169264,23051.91148374033
WITCH 5.0,EN_NPi2020_700f,World,Capacity|Electricity|Wind|Offshore,GW,,,4.676034463099047,12.85563591654596,30.90763557716769,44.58827638966381,63.09851198476298,78.96927166699834,99.31336559191976,147.3913987948228,255.3263394427588,221.3575213560503,184.2226117980042,153.8487031600879,129.2485630754603,109.8312138921477,95.2956947702492,86.3123932949524,84.98034318413536,83.1584764391702,85.89193229008588
WITCH 5.0,EN_NPi2020_700f,World,Capacity|Electricity|Wind|Onshore,GW,,,188.2328006239271,378.9482653845889,592.7165782113569,1006.54617859084,1767.588188815472,3065.443459918567,4905.322735967243,7311.314807648547,9654.779453446732,11829.21150930168,14096.64534562695,15898.97476678566,17878.76324531406,19298.75191121906,20789.69710533997,21924.27792809008,22894.28167522877,23642.99703829264,24268.68821109864
